Registration Group Number,Registration Group Name,Support Category Number,Support Category Name,Support Item Number,Support Item Name,Support Item Description,Unit,Price Controlled,Quote Required,"NT 
SA 
TAS 
WA
(MM 1-5)","ACT
NSW
QLD
VIC
(MM 1-5)","National
Non-Remote
(MM 1-5)","National Remote

(MM 6)","National Very Remote
(MM 7)",Travel,Cancellations,NDIA Reporting,Non-F2F
105,Personal Mobility Equipment,5,Assistive technology,05_181024111_0105_1_2,Wheelchair Accessory - Tray/Anterior Support,,EA,N,N,,,,,,N,N,N,N
103,Assistive Products For Personal Care And Safety,5,Assistive technology,05_181200112_0103_1_2,Bed And Mattress Rental,,WK,N,N,,,,,,N,N,N,N
103,Assistive Products For Personal Care And Safety,5,Assistive technology,05_181200711_0103_1_2,Bed Access/Transfer Pole/Blocks/Rails/Rail-Covers,,EA,N,N,,,,,,N,N,N,N
103,Assistive Products For Personal Care And Safety,5,Assistive technology,05_181207111_0103_1_2,Manual Beds: Bed Frame/Cot/Cradle,,EA,N,Y,,,,,,N,N,N,N
103,Assistive Products For Personal Care And Safety,5,Assistive technology,05_181210111_0103_1_2,Electric Beds: Adjustable Hi Lo Bed/Cot Frames With Repositioning Systems,,EA,N,Y,,,,,,N,N,N,N
103,Assistive Products For Personal Care And Safety,5,Assistive technology,05_181224711_0103_1_2,Custom Sleep Positioning System And Accessories  ,,EA,N,Y,,,,,,N,N,N,N
124,Communication And Information Equipment,5,Assistive technology,05_220000011_0124_1_2,Assistive Products And Accessories Supporting Comms And Information Needs,,EA,N,Y,,,,,,N,N,N,N
124,Communication And Information Equipment,5,Assistive technology,05_220000112_0124_1_2,Communication Equipment Rental,,WK,N,N,,,,,,N,N,N,N
113,Vision Equipment,5,Assistive technology,05_220300011_0113_1_2,Assistive Products Relating To Vision,,EA,N,Y,,,,,,N,N,N,N
113,Vision Equipment,5,Assistive technology,05_220318111_0113_1_2,Image Enlargement - Software,,EA,N,N,,,,,,N,N,N,N
113,Vision Equipment,5,Assistive technology,05_220318211_0113_1_2,Electronic Reading Technology Using Video/Cctv,,EA,N,Y,,,,,,N,N,N,N
119,Specialised Hearing Services (Equipment Special Assess Setup),5,Assistive technology,05_220600214_0119_1_2,Services To Non-CSO Adults Who Meet OHS Complex Criteria (AH Only),,EA,N,N,,,,,,N,N,N,N
134,Hearing Services,5,Assistive technology,05_220615111_0134_1_2,Hearing Aid (One) Higher Needs -Amount In Addition To Ohs Subsidy,,EA,N,Y,,,,,,N,N,N,N
119,Specialised Hearing Services (Equipment Special Assess Setup),5,Assistive technology,05_220615211_0119_1_2,Hearing Aid (One) Non-CSO Complex Adult - AH Only - In Addition To OHS Subsidy,,EA,N,Y,,,,,,N,N,N,N
134,Hearing Services,5,Assistive technology,05_220615211_0134_1_2,Hearing Aid (Two) Higher Needs -Amount In Addition To Ohs Subsidy,,EA,N,Y,,,,,,N,N,N,N
119,Specialised Hearing Services (Equipment Special Assess Setup),5,Assistive technology,05_220615212_0119_1_2,Hearing Aid (Two) Non-CSO Complex Adult - AH Only - In Addition To OHS Subsidy,,EA,N,Y,,,,,,N,N,N,N
119,Specialised Hearing Services (Equipment Special Assess Setup),5,Assistive technology,05_220618111_0119_1_2,Vibro Tactile Devices,,EA,N,Y,,,,,,N,N,N,N
119,Specialised Hearing Services (Equipment Special Assess Setup),5,Assistive technology,05_220621111_0119_1_2 ,Cochlear Implant Speech Processor And Coil - Cso - Ah Only (In Kind),,EA,N,N,,,,,,N,N,N,N
119,Specialised Hearing Services (Equipment Special Assess Setup),5,Assistive technology,05_220621211_0119_1_2,Cochlear Implant Speech Processor And Coil - Non Cso,,EA,N,Y,,,,,,N,N,N,N
119,Specialised Hearing Services (Equipment Special Assess Setup),5,Assistive technology,05_220621218_0119_1_2,External Components For Other Implantable Devices,External components for other implantable devices,EA,N,N,,,,,,N,N,N,N
122,Hearing Equipment,5,Assistive technology,05_220627111_0122_1_2,Personal Amplifiers/Binaural Listener,,EA,N,Y,,,,,,N,N,N,N
134,Hearing Services,5,Assistive technology,05_220627159_0134_1_2,Hearing Aid Maintenance Ohs Voucher Client Contribution,,YR,N,N,,,,,,N,N,N,N
122,Hearing Equipment,5,Assistive technology,05_220627171_0122_1_2,Remote Control For Hearing Aids,,EA,N,N,,,,,,N,N,N,N
122,Hearing Equipment,5,Assistive technology,05_220627232_0122_1_2,Tv Device For Hearing Assistance,Systems for delivering sound directly from the TV to the ear,EA,N,N,,,,,,N,N,N,N
122,Hearing Equipment,5,Assistive technology,05_220627271_0122_1_2,Music Devices,,EA,N,N,,,,,,N,N,N,N
124,Communication And Information Equipment,5,Assistive technology,05_220906234_0124_1_2,Voice Amplifiers For Personal Use,Device to amplify voice.,EA,N,N,,,,,,N,N,N,N
103,Assistive Products For Personal Care And Safety,5,Assistive technology,05_221200111_0103_1_2,Education Communication: Reading/Writing/Input/Output Items,,EA,N,N,,,,,,N,N,N,N
111,Home Modification Design And Construction,5,Assistive technology,05_221200111_0111_2_2,Safety: Slip Resistance Coating/Grab And/Or Guide Rails,,EA,N,N,,,,,,N,N,N,N
113,Vision Equipment,5,Assistive technology,05_221221111_0113_1_2,Communication: Note-Taking/Braille/Tactile Displays,,EA,N,Y,,,,,,N,N,N,N
113,Vision Equipment,5,Assistive technology,05_2218112_0113_1_2,Vision Equipment Rental,,WK,N,N,,,,,,N,N,N,N
119,Specialised Hearing Services (Equipment Special Assess Setup),5,Assistive technology,05_221824246_0119_1_2,Radio Frequency Transmission Systems For Hearing,"Remote microphone sound transmission systems can be used to overcome difficulties with distance, background noise and reverberation.",EA,N,Y,,,,,,N,N,N,N
122,Hearing Equipment,5,Assistive technology,05_221830247_0122_1_2,Induction Loop Devices,"Designed for individual use in private and public situations including  reception counters, meetings and other appointments.",EA,N,N,,,,,,N,N,N,N
124,Communication And Information Equipment,5,Assistive technology,05_222100111_0124_1_2,"Face To Face Communication: Non-Electronic Comms Devices, Books And Tools",,EA,N,N,,,,,,N,N,N,N
124,Communication And Information Equipment,5,Assistive technology,05_222102111_0124_1_2,Software And Related Items For Advanced Comms Functions - Computer/Tablet/Phone,,EA,N,N,,,,,,N,N,N,N
124,Communication And Information Equipment,5,Assistive technology,05_222102211_0124_1_2,Adapted Commercial Comp Tablet Or Smartphone For Sensory Or Cognitive Disability,,EA,N,Y,,,,,,N,N,N,N
124,Communication And Information Equipment,5,Assistive technology,05_222106253_0124_1_2,Communication Amplifiers,Device to amplify voice,EA,N,N,,,,,,N,N,N,N
122,Hearing Equipment,5,Assistive technology,05_222106443_0122_1_2,Remote Microphone System,Remote microphone system,EA,N,Y,,,,,,N,N,N,N
124,Communication And Information Equipment,5,Assistive technology,05_222109111_0124_1_2,Electronic Face To Face Comms - Speech Generating/Visual/Communication Devices,,EA,N,Y,,,,,,N,N,N,N
124,Communication And Information Equipment,5,Assistive technology,05_222109254_0124_1_2,Static - Single Button Device Which Provides Audible Message Output,,EA,N,N,,,,,,N,N,N,N
122,Hearing Equipment,5,Assistive technology,05_222403225_0122_1_2,Adapted Landline Telephone,Assistive technology,EA,N,N,,,,,,N,N,N,N
113,Vision Equipment,5,Assistive technology,05_222406258_0113_1_2,Mobile Phone With Voice Output And Text Enlargement,,EA,N,N,,,,,,N,N,N,N
111,Home Modification Design And Construction,5,Assistive technology,05_222421111_0111_2_2,Dwelling Adjustments Or Changes Required Not Otherwise Described,,EA,N,N,,,,,,N,N,N,N
123,Assistive Products For Household Tasks,5,Assistive technology,05_222704111_0123_1_2,Safety Devices: Adapted Smoke Detector/Doorbells,,EA,N,N,,,,,,N,N,N,N
122,Hearing Equipment,5,Assistive technology,05_222704266_0122_1_2,Baby Cry Alerting Systems For Hearing Impaired,Visual or vibrating alert,EA,N,N,,,,,,N,N,N,N
123,Assistive Products For Household Tasks,5,Assistive technology,05_222716260_0123_1_2,Adapted Devices For Phone Access/Alarms /Clocks/Programmable Memory Devices ,,EA,N,N,,,,,,N,N,N,N
103,Assistive Products For Personal Care And Safety,5,Assistive technology,05_222718111_0103_1_2,"Seizure Mat, Location Alert Type Alarm Systems",,EA,N,N,,,,,,N,N,N,N
103,Assistive Products For Personal Care And Safety,5,Assistive technology,05_222718115_0103_1_2,Monitored Alarm/Alert System,,MON,N,N,,,,,,N,N,N,N
103,Assistive Products For Personal Care And Safety,5,Assistive technology,05_222721111_0103_1_2,Safety Devices: Flashing – Vibrating Doorbell/Smoke Alert/ Personal Alarms,,EA,N,N,,,,,,N,N,N,N
124,Communication And Information Equipment,5,Assistive technology,05_223003279_0124_1_2,Personal Reader - Speech Output,,EA,N,Y,,,,,,N,N,N,N
124,Communication And Information Equipment,5,Assistive technology,05_223030280_0124_1_2,Personal Reader - Speech And Visual Output,,EA,N,Y,,,,,,N,N,N,N
103,Assistive Products For Personal Care And Safety,5,Assistive technology,05_223612175_0103_1_2,"Electronic Input Device - Visual, Neural Or Neuromuscular Control",,MON,N,N,,,,,,N,N,N,N
124,Communication And Information Equipment,5,Assistive technology,05_223621191_0124_1_2,Specialised Computer Input Device Using Eye Or Neural/Neuromuscular Control,,EA,N,Y,,,,,,N,N,N,N
124,Communication And Information Equipment,5,Assistive technology,05_223621271_0124_1_2,Head Pointer,Assistive products to position screen pointer and to select items on computer display.,EA,N,Y,,,,,,N,N,N,N
113,Vision Equipment,5,Assistive technology,05_223906111_0113_1_2,Alternate Format Printer - Computer - Braille Etc.,,EA,N,Y,,,,,,N,N,N,N
113,Vision Equipment,5,Assistive technology,05_223906115_0113_1_2,Braille Printers - Lease - Annual Amount,,MON,N,N,,,,,,N,N,N,N
124,Communication And Information Equipment,5,Assistive technology,05_223907278_0124_1_2,Portable Audible Player For Computer,,EA,N,N,,,,,,N,N,N,N
113,Vision Equipment,5,Assistive technology,05_223912111_0113_1_2,Print Disability Software/Lp Keyboard,,EA,N,Y,,,,,,N,N,N,N
123,Assistive Products For Household Tasks,5,Assistive technology,05_241300112_0123_1_2,Ecu Rental,,WK,N,N,,,,,,N,N,N,N
123,Assistive Products For Household Tasks,5,Assistive technology,05_241303121_0123_1_2,Environmental Control (Ecu)/ Safety-Related Products,,EA,N,Y,,,,,,N,N,N,N
103,Assistive Products For Personal Care And Safety,5,Assistive technology,05_242400111_0103_1_2,Technology And Other Device Positioning Systems,,EA,N,Y,,,,,,N,N,N,N
112,Assistive Equipment For Recreation,5,Assistive technology,05_300000011_0112_1_2,Assistive Products Relating To Recreation And Sport,,EA,N,Y,,,,,,N,N,N,N
112,Assistive Equipment For Recreation,5,Assistive technology,05_300000112_0112_1_2,Recreation Equipment Rental,,WK,N,N,,,,,,N,N,N,N
112,Assistive Equipment For Recreation,5,Assistive technology,05_300309111_0112_1_2,Play: Adapted Toys/Switch Toys/Adapted Game Interface,,EA,N,Y,,,,,,N,N,N,N
103,Assistive Products For Personal Care And Safety,5,Assistive technology,05_301_0103_1_2,Equipment Alterations And Adjustments,,EA,N,N,,,,,,N,N,N,N
112,Assistive Equipment For Recreation,5,Assistive technology,05_308800285_0112_1_2,Adapted Recreation Equipment - Other,"Products such as card holders, camera holders and adaptions to enable a person with disability to participate in recreational activity.",EA,N,Y,,,,,,N,N,N,N
119,Specialised Hearing Services (Equipment Special Assess Setup),5,Assistive technology,05_351_0119_1_2,Hearing Services Program - Child 4-25 Years Old (AH Only),,EA,N,N,,,,,,N,N,N,N
119,Specialised Hearing Services (Equipment Special Assess Setup),5,Assistive technology,05_352_0119_1_2,Referral To Australian Hearing Community Service Obligation Program,For more info see http://hearingservices.gov.au/wps/portal/hso/site/eligibility/!ut/p/a1/04_Sj9CPykssy0xPLMnMz0vMAfGjzOJ9PA2MDI1MDLz8jc2NDDzNg0LNzExdDQ28TPULsh0VAaWtp70!/,EA,N,N,,,,,,N,N,N,N
103,Assistive Products For Personal Care And Safety,5,Assistive technology,05_500000303_0103_1_2,Repairs - Other Equipment,,EA,N,N,,,,,,N,N,N,N
103,Assistive Products For Personal Care And Safety,5,Assistive technology,05_500433443_0103_1_2,"Repairs - Personal Care/Safety, After-Hours (One Unit)","Repairs - personal care/safety, after-hours (one unit)",EA,N,N,,,,,,N,N,N,N
135,Customised Prosthetics,5,Assistive technology,05_500612441_0135_1_2,Orthotic Repair,Orthotic repair,EA,N,N,,,,,,N,N,N,N
135,Customised Prosthetics,5,Assistive technology,05_500624304_0135_1_2,Minor Prosthetic Repair - Average Price,,EA,N,N,,,,,,N,N,N,N
135,Customised Prosthetics,5,Assistive technology,05_500624305_0135_1_2,Major Prosthetic Repair - Average Price,,EA,N,Y,,,,,,N,N,N,N
103,Assistive Products For Personal Care And Safety,5,Assistive technology,05_500933306_0103_1_2,Bathing And Toileting Equipment Repair,Repairs to any toileting and bathing equipment,EA,N,N,,,,,,N,N,N,N
105,Personal Mobility Equipment,5,Assistive technology,05_501200307_0105_1_2,Repairs - Mobility Domain - Wheeled Mobility Minor Repair,Smaller repairs on newer chairs recently past warranty,EA,N,N,,,,,,N,N,N,N
105,Personal Mobility Equipment,5,Assistive technology,05_501200308_0105_1_2,Repairs - Mobility Domain - Wheeled Mobility Major Repair,"Includes repairs for chairs usually over 4 years old, which may require work on actuators or other parts.",EA,N,Y,,,,,,N,N,N,N
109,Vehicle Modifications,5,Assistive technology,05_501212373_0109_1_2,Repair Vehicle Modification,"Repairs to specialist vehicle hoists, tie downs, driving adaptions",EA,N,N,,,,,,N,N,N,N
105,Personal Mobility Equipment,5,Assistive technology,05_501224309_0105_1_2,Tyres,,EA,N,N,,,,,,N,N,N,N
105,Personal Mobility Equipment,5,Assistive technology,05_501224310_0105_1_2,Battery Or Charger,,EA,N,N,,,,,,N,N,N,N
105,Personal Mobility Equipment,5,Assistive technology,05_501236025_0105_1_2,Transfer Equipment Repair,Transfer equipment repair,EA,N,N,,,,,,N,N,N,N
105,Personal Mobility Equipment,5,Assistive technology,05_501288435_0105_1_2,Repairs - Mobility Domain - After-Hours (One Unit),"Repairs - mobility domain, after-hours (one unit)",EA,N,N,,,,,,N,N,N,N
103,Assistive Products For Personal Care And Safety,5,Assistive technology,05_501812311_0103_1_2,Electric Bed Repair,,EA,N,N,,,,,,N,N,N,N
124,Communication And Information Equipment,5,Assistive technology,05_502200312_0124_1_2,Communication Equipment Or ECU Repairs,Communication equipment or ECU repairs,EA,N,N,,,,,,N,N,N,N
119,Specialised Hearing Services (Equipment Special Assess Setup),5,Assistive technology,05_502206151_0119_1_2,Cochlear And Other Implantable Processor Repairs,,EA,N,N,,,,,,N,N,N,N
119,Specialised Hearing Services (Equipment Special Assess Setup),5,Assistive technology,05_502206413_0119_1_2,Voice Generators,,EA,N,Y,,,,,,N,N,N,N
113,Vision Equipment,5,Assistive technology,05_502218315_0113_1_2,Vision Equipment Repair,,EA,N,N,,,,,,N,N,N,N
112,Assistive Equipment For Recreation,5,Assistive technology,05_503000316_0112_1_2,Specialised Recreation Equipment Repairs,,EA,N,N,,,,,,N,N,N,N
103,Assistive Products For Personal Care And Safety,5,Assistive technology,05_700912325_0103_1_2,Toilet And Bathroom Equipment Delivery - Set Up/Training,"Equipment delivery, removal from wrapping, fitting/adjusting for participant’s disability specific needs and or training.",H,N,N,,,,,,N,N,N,N
105,Personal Mobility Equipment,5,Assistive technology,05_701206326_0105_1_2,Walking Equipment Delivery - Set Up/Training,"Equipment delivery, removal from wrapping, fitting/adjusting for participant’s disability specific needs and or training.",EA,N,N,,,,,,N,N,N,N
105,Personal Mobility Equipment,5,Assistive technology,05_701236327_0105_1_2,Transfer Equipment Delivery - Set Up/Training,"Equipment delivery, removal from wrapping ready, fitting/adjusting for participant and or training.",EA,N,N,,,,,,N,N,N,N
103,Assistive Products For Personal Care And Safety,5,Assistive technology,05_701809328_0103_1_2,Seating/Standing Frame Equipment Delivery To A Participant,"Equipment delivery, removal from wrapping, fitting/adjusting for participant’s disability specific needs and or training.",EA,N,N,,,,,,N,N,N,N
103,Assistive Products For Personal Care And Safety,5,Assistive technology,05_701809338_0103_1_2,Seating/Standing Frame Equipment Delivery - Set Up/Training,"Equipment delivery, removal from wrapping ready, fitting/adjusting for participant and or training.",EA,N,N,,,,,,N,N,N,N
103,Assistive Products For Personal Care And Safety,5,Assistive technology,05_701812329_0103_1_2,Bed/Mattress Equipment Delivery - Set Up/Training,"Equipment delivery, removal from wrapping, fitting/adjusting for the participant’s disability specific needs and/or training in usage.",EA,N,N,,,,,,N,N,N,N
113,Vision Equipment,5,Assistive technology,05_702218330_0113_1_2,Vision Equipment Delivery - Set Up/Training,"Equipment delivery, removal from wrapping, fitting/adjusting for participant and or training.",EA,N,N,,,,,,N,N,N,N
124,Communication And Information Equipment,5,Assistive technology,05_702288440_0124_1_2,Programming/Customisation Of Electronic Equipment,Programming / customisation of electronic equipment,H,N,N,,,,,,N,N,N,N
123,Assistive Products For Household Tasks,5,Assistive technology,05_702413331_0123_1_2,ECU Equipment Delivery - Set Up/Training,"Equipment delivery, removal from wrapping, fitting/adjusting for participant disability specific needs and/ or training.",EA,N,N,,,,,,N,N,N,N
112,Assistive Equipment For Recreation,5,Assistive technology,05_703000332_0112_1_2,Recreation Equipment Delivery - Set Up/Training,"Equipment delivery, removal from wrapping, set up adjustment and training for the participant's disability specific needs.",EA,N,N,,,,,,N,N,N,N
105,Personal Mobility Equipment,5,Assistive technology,05_705012333_0105_1_2,Mobility Equipment Delivery - Set Up/Training,"Equipment delivery, removal from wrapping ready, fitting/adjusting for participant and or training.",EA,N,N,,,,,,N,N,N,N
103,Assistive Products For Personal Care And Safety,5,Assistive technology,05_710912335_0103_1_2,Toilet And Bathroom Equipment Delivery,Equipment delivery and removal from wrapping ready for use,EA,N,N,,,,,,N,N,N,N
105,Personal Mobility Equipment,5,Assistive technology,05_711206336_0105_1_2,Walking Equipment Delivery To A Participant,Equipment delivery and removal from wrapping ready for use,EA,N,N,,,,,,N,N,N,N
105,Personal Mobility Equipment,5,Assistive technology,05_711236337_0105_1_2,Transfer Equipment Delivery To A Participant,Equipment delivery and removal from wrapping ready for use,EA,N,N,,,,,,N,N,N,N
103,Assistive Products For Personal Care And Safety,5,Assistive technology,05_711812339_0103_1_2,Bed/Mattress Equipment Delivery To A Participant,Equipment delivery and removal from wrapping ready for use,EA,N,N,,,,,,N,N,N,N
113,Vision Equipment,5,Assistive technology,05_712218340_0113_1_2,Vision Equipment Delivery To A Participant,Equipment delivery and removal from wrapping ready for use,EA,N,N,,,,,,N,N,N,N
123,Assistive Products For Household Tasks,5,Assistive technology,05_712413341_0123_1_2,ECU Equipment Delivery To A Participant,Equipment delivery and removal from wrapping ready for use,EA,N,N,,,,,,N,N,N,N
112,Assistive Equipment For Recreation,5,Assistive technology,05_713000342_0112_1_2,Recreation Equipment Delivery To A Participant,Equipment delivery and removal from wrapping ready for use,EA,N,N,,,,,,N,N,N,N
105,Personal Mobility Equipment,5,Assistive technology,05_715012343_0105_1_2,Mobility Equipment Delivery,Equipment delivery and removal from wrapping ready for use,EA,N,N,,,,,,N,N,N,N
103,Assistive Products For Personal Care And Safety,5,Assistive technology,05_718888439_0103_1_2,General Satchel/Post Delivery Of Equipment To A Participant,General satchel/post delivery of equipment to a participant,EA,N,N,,,,,,N,N,N,N
103,Assistive Products For Personal Care And Safety,5,Assistive technology,05_801288434_0103_1_2,Flexible Equipment Package (For Changing Need) - Annual Amount,Flexible equipment package (for changing need) - annual amount,EA,N,Y,,,,,,N,N,N,N
130,Assistance Animals (Other Innovative Supports),5,Assistive technology,05_900101111_0130_1_2,Assistance Dog (Including Dog Guide),,EA,N,Y,,,,,,N,N,N,N
111,Home Modification Design And Construction,6,Home modifications,06_121703375_0111_2_2,Stair Climber Directed By Attendant For Wheelchair,Portable tracked device which a wheelchair attaches to and then is tracked upstairs by attendant.,EA,N,Y,,,,,,N,N,N,N
111,Home Modification Design And Construction,6,Home modifications,06_181806381_0111_2_2,Grab Rails - Internal Supply And Install,,EA,N,N,,,,,,N,N,N,N
111,Home Modification Design And Construction,6,Home modifications,06_181806382_0111_2_2,Home Modifications - Rails - External,,EA,N,N,,,,,,N,N,N,N
111,Home Modification Design And Construction,6,Home modifications,06_182400121_0111_2_2,Internal Dwelling Access/Doors /Minor Steps,,EA,N,N,,,,,,N,N,N,N
111,Home Modification Design And Construction,6,Home modifications,06_182400221_0111_2_2,Home Modifications - Kitchen Adaption - No Structural Work,,EA,N,Y,,,,,,N,N,N,N
111,Home Modification Design And Construction,6,Home modifications,06_182400321_0111_2_2,Bathroom/Shower/Toilet/Taps & Sinks/Grab Rails,,EA,N,Y,,,,,,N,N,N,N
111,Home Modification Design And Construction,6,Home modifications,06_182488377_0111_2_2,Home Modifications - Bathroom Mod - Extensive Structural Work,"Extensive structural  bathroom changes. For example, removal of a bath or hobless-shower, electrical work, relocating plumbing, widening doorway, waterproofing or changes to the fit-out such as toilet, tap ware, basin, shower, rails paint and tiles.",EA,N,Y,,,,,,N,N,N,N
111,Home Modification Design And Construction,6,Home modifications,06_182488378_0111_2_2,"Home Modifications - Bathroom Mod - Incl. Combining Bathroom, Toilet Or Laundry","Modifications to combine bathroom, toilet and laundry. Includes  bath removal, hobless shower creation, plumbing relocation, electrical work, doorway changes, waterproofing and changes to bathroom fittings.",EA,N,Y,,,,,,N,N,N,N
111,Home Modification Design And Construction,6,Home modifications,06_182490112_0111_2_2,CHM – Building Works Project Management,,EA,N,Y,,,,,,N,N,N,N
111,Home Modification Design And Construction,6,Home modifications,06_182495121_0111_2_2,CHM – Deposit,,EA,N,Y,,,,,,N,N,N,N
111,Home Modification Design And Construction,6,Home modifications,06_182495221_0111_2_2,CHM – Progress Stage,,EA,N,Y,,,,,,N,N,N,N
111,Home Modification Design And Construction,6,Home modifications,06_182495321_0111_2_2,CHM – Practical Completion,,EA,N,Y,,,,,,N,N,N,N
111,Home Modification Design And Construction,6,Home modifications,06_182495421_0111_2_2,CHM – Certification And Compliance Approval,,EA,N,Y,,,,,,N,N,N,N
111,Home Modification Design And Construction,6,Home modifications,06_182499111_0111_2_2,Certification Or Approval Of Home Modifications,,EA,N,N,,,,,,N,N,N,N
111,Home Modification Design And Construction,6,Home modifications,06_182499211_0111_2_2,Project Management Of Home Modifications,,EA,N,N,,,,,,N,N,N,N
111,Home Modification Design And Construction,6,Home modifications,06_182499311_0111_2_2,Consultation About Home Modification Designs With Builder,,EA,N,N,,,,,,N,N,N,N
111,Home Modification Design And Construction,6,Home modifications,06_183003384_0111_2_2,Elevator - Home,,EA,N,Y,,,,,,N,N,N,N
111,Home Modification Design And Construction,6,Home modifications,06_183010387_0111_2_2,Lifts/Stair Climbers/Elevator,Seat and rails attached to stairs or incline for ambulant person to ride up stairs on.,EA,N,Y,,,,,,N,N,N,N
103,Assistive Products For Personal Care And Safety,6,Home modifications,06_183015111_0103_2_2,Portable Fibreglass Ramp,,EA,N,N,,,,,,N,N,N,N
111,Home Modification Design And Construction,6,Home modifications,06_183018396_0111_2_2,Ramps Timber With Galvanised Rails - 300 Per Lineal Meter,Permanently installed timber ramp with galvanised rails,EA,N,Y,,,,,,N,N,N,N
111,Home Modification Design And Construction,6,Home modifications,06_183018397_0111_2_2,Ramps Concrete With Galvanised Rails - 400 Per Lineal Meter,Permanently installed concrete ramp with galvanised rails,EA,N,Y,,,,,,N,N,N,N
111,Home Modification Design And Construction,6,Home modifications,06_183018398_0111_2_2,Ramps Modular Aluminium Removable - 2400mm X 1200mm,Temporary removable ramps which are not portable,EA,N,Y,,,,,,N,N,N,N
111,Home Modification Design And Construction,6,Home modifications,06_183018399_0111_2_2,Ramps Modular Aluminium Removable - 600mm X 1200mm,Temporary removable ramps which are not portable,EA,N,Y,,,,,,N,N,N,N
111,Home Modification Design And Construction,6,Home modifications,06_183018400_0111_2_2,Ramps Modular Aluminium Removable - 2400mm X 1800mm (Landing),Temporary removable ramps which are not portable,EA,N,Y,,,,,,N,N,N,N
111,Home Modification Design And Construction,6,Home modifications,06_183018401_0111_2_2,Ramps Modular Aluminium Removable - 1200mm X 1200mm (Landing),Temporary removable ramps which are not portable,EA,N,Y,,,,,,N,N,N,N
111,Home Modification Design And Construction,6,Home modifications,06_183018403_0111_2_2,Fixed Dwelling Access/Entrance/Ramp,,EA,N,N,,,,,,N,N,N,N
131,Specialised Disability Accommodation,6,Home modifications,06_431_0131_2_2,Specialist Disability Accommodation (SDA),"SDA is an adjusted contribution to the cost of the physical building, including the land it is on. The quote will reflect unique dwelling price based on the SDA enrolment process.",EA,N,Y,,,,,,N,N,N,N
131,Specialised Disability Accommodation,6,Home modifications,06_432_0131_2_2,SDA Vacancy - Person-Specific Adjustment,"A temporary payment for providers, available in limited circumstances when a participant moves out of an SDA dwelling accommodates 4 or more residents.",EA,N,Y,,,,,,N,N,N,N
106,"Assistance In Coordinating Or Managing Life Stages, Transitions And Supports",7,Support Coordination,07_001_0106_8_3,Level 1: Support Connection,"Assistance for participants to implement their plan by strengthening the ability to connect with the broader systems of supports and understand the purpose of the funded supports and participate in the community. Support Connection will assist a participant to understand the aspects of the plan, assisting in ongoing management of supports, and answer questions as they arise.",H,Y,N,,,$60.16,$84.22,$90.24,Y,Y,Y,Y
106,"Assistance In Coordinating Or Managing Life Stages, Transitions And Supports",7,Support Coordination,07_002_0106_8_3,Level 2: Coordination Of Supports,"Further qualifications/experience required to strengthen a participant’s ability to design and the build their supports with an emphasis on linking the broader systems of support across a complex service delivery environment. Coordination of Supports is to focus on supporting participants to direct their lives, not just their services. This may include resolving points of crisis, and developing resilience in the participant's network.",H,Y,N,,,$98.06,$137.28,$147.09,Y,Y,Y,Y
117,Development Of Daily Living And Life Skills,7,Support Coordination,07_003_0117_8_3,CB and Training in Plan and Financial Management by a Support Coordinator,"Capacity building and training in plan administration and management with a participant to strengthen their ability to undertake tasks associated with the management of their supports. Providers of this support are to assist the participant to build capacity to undertake all aspects of plan administration and management, including: engaging providers; developing service agreements; maintaining records; claiming payments from the NDIA; and paying providers.",H,Y,N,,,$58.52,$81.93,$87.78,Y,Y,Y,Y
132,Support Coordination,7,Support Coordination,07_004_0132_8_3,Level 3: Specialist Support Coordination,"Generally delivered in a time limited, outcomes focused manner and by an appropriately qualified and experienced practitioner to meet the individual needs of the participant’s circumstances. Necessitated by specific high complex needs or high level risks in a participant’s situation, to reduce complexity in the participant’s support environment in the context of broader systems of support, whilst also assisting the participant to connect with NDIS supports, negotiate solutions with multiple stakeholders and build capacity and resilience. ",H,Y,N,,,$186.58,$261.21,$279.87,Y,Y,Y,Y
106,"Assistance In Coordinating Or Managing Life Stages, Transitions And Supports",8,Improved living arrangements,08_005_0106_2_3,Assistance With Accommodation And Tenancy Obligations,"Support is provided to guide, prompt or undertake activities to ensure the participant obtains and/or retains appropriate accommodation. May include assisting to apply for a rental tenancy or to undertake tenancy obligations.",H,Y,N,,,$60.16,$84.22,$90.24,N,Y,N,N
106,"Assistance In Coordinating Or Managing Life Stages, Transitions And Supports",9,Increased social and community participation,09_006_0106_6_3,"Life Transition Planning Incl. Mentoring, Peer-Support And Indiv Skill Develop","Establishing volunteer assistance within the participant’s home or community to develop skills. For instance, assistance in attending appointments, shopping, bill paying, taking part in social activities and maintaining contact with others.",H,Y,N,,,$60.16,$84.22,$90.24,Y,Y,N,N
117,Development Of Daily Living And Life Skills,9,Increased social and community participation,09_007_0117_6_3,Skills Development In A Group,Training for the participant in a group of 2 or more to increase their independence in daily personal activities.,H,Y,N,,,$29.26,$40.96,$43.89,Y,Y,N,N
116,Innovative Community Participation,9,Increased social and community participation,09_008_0116_6_3,Innovative Community Participation,Mainstream services that promote inclusion of people with disability to expand opportunities for community participation and employment.,EA,N,N,,,,,,N,N,N,N
